survey3,HHID3,IndID3,mainActivity,mainmode,numAccomp,parkType,wf3,TrvlTime,TrvlDist,StayTime
bsh,1001870,1,1,11,1,9,43.960041,8.25,3.04146,782.717
bsh,1001870,2,1,0,1,9,43.960041,,,270
bsh,1001870,2,11,10,3,9,43.960041,10,4.02732,1
bsh,1001870,2,11,10,1,9,43.960041,9.36667,4.20549,0.616667
bsh,1001870,2,8,10,1,9,43.960041,7.03333,2.81592,14.6167
bsh,1001870,2,1,10,1,9,43.960041,1.35,0.374227,34.9167
bsh,1001870,2,6,1,0,9,43.960041,13.0833,0.822768,5.73333
bsh,1001870,2,1,1,0,9,43.960041,13,0.822768,48.1833
bsh,1001870,2,9,10,1,9,43.960041,5.33333,1.21425,12.7667
bsh,1001870,2,6,10,1,9,43.960041,7.26667,2.97654,48.0333
bsh,1001870,2,5,10,1,9,43.960041,13.4667,3.43784,10.7167
bsh,1001870,2,11,10,1,9,43.960041,12.5,3.90048,40.3667
bsh,1001870,2,1,10,2,9,43.960041,10.6833,4.02732,45.5333
bsh,1001870,2,11,10,1,9,43.960041,9.05,3.04146,4.96667
bsh,1001870,2,1,10,1,9,43.960041,7.66667,3.04146,782.717
bsh,1001870,3,1,0,1,9,43.960041,,,1439.97
bsh,1001870,4,1,0,1,9,43.960041,,,1439.97
bsh,1001870,5,1,0,1,9,43.960041,,,1439.97
bsh,1001870,6,1,0,1,9,43.960041,,,270
bsh,1001870,6,4,11,3,9,43.960041,10,4.02732,299.35
bsh,1001870,6,1,11,2,9,43.960041,10.6833,4.02732,848.95
bsh,1001870,7,1,0,1,9,43.960041,,,270
bsh,1001870,7,4,11,3,9,43.960041,10,4.02732,299.35
bsh,1001870,7,1,11,2,9,43.960041,10.6833,4.02732,848.95
bsh,1001880,1,1,0,1,9,43.960041,,,276
bsh,1001880,1,11,10,4,9,43.960041,1,0.208298,3
bsh,1001880,1,11,10,3,9,43.960041,2.9,0.691347,1.86667
bsh,1001880,1,2,10,2,9,43.960041,18.2333,4.44363,419.7
bsh,1001880,1,1,10,2,9,43.960041,10.3167,3.57393,54.4
bsh,1001880,1,11,10,1,9,43.960041,1.21667,0.208298,3.83333
bsh,1001880,1,6,10,1,9,43.960041,3.65,1.05531,5.01667
bsh,1001880,1,9,10,1,9,43.960041,10.0833,3.09969,98.8667
bsh,1001880,1,6,10,1,9,43.960041,10.1833,3.09969,4.58333
bsh,1001880,1,1,10,1,9,43.960041,4.43333,0.909456,510.683
bsh,1001880,2,1,0,1,9,43.960041,,,276
bsh,1001880,2,11,11,5,9,43.960041,1,0.208298,3
bsh,1001880,2,11,11,3,9,43.960041,2.9,0.691347,1.1
bsh,1001880,2,11,11,2,9,43.960041,19,4.44363,0.983333
bsh,1001880,2,1,10,1,9,43.960041,18.0167,3.57393,383
bsh,1001880,2,11,10,1,9,43.960041,16,3.57393,1.7
bsh,1001880,2,1,11,2,9,43.960041,10.3167,3.57393,705.967
bsh,1001880,3,1,0,1,9,43.960041,,,276
bsh,1001880,3,11,11,4,9,43.960041,1,0.208298,3
bsh,1001880,3,4,11,3,9,43.960041,2.9,0.691347,347.1
bsh,1001880,3,1,1,0,9,43.960041,20,0.869775,788.983
bsh,1001880,4,1,0,1,9,43.960041,,,276
bsh,1001880,4,4,11,4,9,43.960041,1,0.208298,515.467
bsh,1001880,4,11,11,1,9,43.960041,3.65,1.05531,5.01667
bsh,1001880,4,11,11,1,9,43.960041,10.0833,3.09969,98.8667
bsh,1001880,4,11,11,1,9,43.960041,10.1833,3.09969,4.58333
bsh,1001880,4,1,11,1,9,43.960041,4.43333,0.909456,510.683
bsh,1001880,5,1,0,1,9,43.960041,,,276
bsh,1001880,5,11,11,4,9,43.960041,1,0.208298,3
bsh,1001880,5,11,11,3,9,43.960041,2.9,0.691347,1.1
bsh,1001880,5,11,11,2,9,43.960041,19,4.44363,0.983333
bsh,1001880,5,1,11,1,9,43.960041,18.0167,3.57393,383
bsh,1001880,5,11,11,1,9,43.960041,16,3.57393,0.983333
bsh,1001880,5,1,11,2,9,43.960041,11.0333,3.57393,705.967
bsh,1001890,1,1,0,1,9,34.472309,,,390
bsh,1001890,1,6,10,1,9,34.472309,37.3167,33.7888,119.817
bsh,1001890,1,1,10,1,9,34.472309,33.65,33.7888,217.217
bsh,1001890,1,10,10,1,9,34.472309,5.45,1.95192,91.3167
bsh,1001890,1,1,10,1,9,34.472309,6.68333,1.95192,260.633
bsh,1001890,1,7,10,1,9,34.472309,7.7,2.65049,61.2167
bsh,1001890,1,11,11,1,9,34.472309,4.98333,0.820592,4.48333
bsh,1001890,1,9,11,2,9,34.472309,1.53333,0.602601,75.3
bsh,1001890,1,6,11,2,9,34.472309,2.71667,0.637852,8.65
bsh,1001890,1,1,10,1,9,34.472309,11.5833,2.07717,99.7167
bsh,1001890,2,1,0,1,9,34.472309,,,324.517
bsh,1001890,2,2,7,1,9,34.472309,106.133,88.1531,400.333
bsh,1001890,2,1,7,1,9,34.472309,105.867,88.1531,503.117
bsh,1002000,1,1,0,1,9,43.960041,,,343.917
bsh,1002000,1,11,1,2,9,43.960041,1.8,0.0406545,14.2833
bsh,1002000,1,9,1,1,9,43.960041,1.98333,0.0616959,118.017
bsh,1002000,1,9,1,1,9,43.960041,5,0.197354,177
bsh,1002000,1,1,1,1,9,43.960041,64,0.106799,214
bsh,1002000,1,10,1,1,9,43.960041,3.98333,0.223063,41.0167
bsh,1002000,1,1,1,1,9,43.960041,3.8,0.223063,451.167
bsh,1002000,2,1,0,1,9,43.960041,,,342.567
bsh,1002000,2,2,10,1,9,43.960041,12.1167,5.00217,550.25
bsh,1002000,2,1,10,1,9,43.960041,13.85,5.00217,521.183
bsh,1002000,3,1,0,1,9,43.960041,,,342.983
bsh,1002000,3,4,1,2,9,43.960041,2.73333,0.0406545,192.283
bsh,1002000,3,1,1,2,9,43.960041,2,0.0406545,898.983
bsh,1002000,4,1,0,1,9,43.960041,,,342.983
bsh,1002000,4,11,1,2,9,43.960041,2.73333,0.0406545,14.2833
bsh,1002000,4,9,1,1,9,43.960041,1.98333,0.0616959,118.017
bsh,1002000,4,9,1,1,9,43.960041,5,0.197354,177.817
bsh,1002000,4,1,1,1,9,43.960041,6.35,0.106799,270.833
bsh,1002000,4,10,1,1,9,43.960041,3.98333,0.223063,41.0167
bsh,1002000,4,1,1,1,9,43.960041,3.8,0.223063,451.167
bsh,1002010,1,1,0,1,9,43.960041,,,283
bsh,1002010,1,11,10,1,9,43.960041,1.98333,0.302965,2.4
bsh,1002010,1,1,10,0,9,43.960041,2.6,0.302965,8.16667
bsh,1002010,1,2,10,1,9,43.960041,17.7833,3.89759,554.05
bsh,1002010,1,1,10,1,9,43.960041,15.0167,3.89759,554.967
bsh,1002010,2,1,0,1,9,43.960041,,,688
bsh,1002010,2,6,8,1,9,43.960041,4,1.34448,28
bsh,1002010,2,11,8,1,9,43.960041,0.4,1.61881,10.5333
bsh,1002010,2,1,8,2,9,43.960041,1.05,0.302965,707.983
bsh,1002010,3,1,0,1,9,43.960041,,,283
bsh,1002010,3,4,11,1,9,43.960041,1.98333,0.302965,445.95
bsh,1002010,3,1,8,2,9,43.960041,1.05,0.302965,707.983
bsh,1002010,4,1,0,1,9,43.960041,,,688
bsh,1002010,4,11,8,1,9,43.960041,4,1.34448,28
bsh,1002010,4,11,8,1,9,43.960041,4.98333,1.61881,2.01667
bsh,1002010,4,1,8,2,9,43.960041,3,0.302965,709.967
bsh,1002020,1,1,0,1,9,43.960041,,,583
bsh,1002020,1,6,11,3,9,43.960041,73,92.4227,72
bsh,1002020,1,1,11,3,9,43.960041,67,92.4227,644.967
bsh,1002020,2,1,0,1,9,43.960041,,,366.517
bsh,1002020,2,2,10,1,9,43.960041,9.03333,3.95255,142.183
bsh,1002020,2,6,10,1,9,43.960041,5.83333,1.37294,5.06667
bsh,1002020,2,6,10,0,9,43.960041,6.36667,3.37228,2
bsh,1002020,2,1,10,1,9,43.960041,3,0.884576,43.65
bsh,1002020,2,6,10,3,9,43.960041,72.35,92.4227,72
bsh,1002020,2,1,10,3,9,43.960041,67.2167,92.4227,11.7333
bsh,1002020,2,6,10,1,9,43.960041,3.05,0.31688,11
bsh,1002020,2,11,10,1,9,43.960041,1.2,0.231869,0.616667
bsh,1002020,2,2,10,1,9,43.960041,9.83333,3.8786,124.233
bsh,1002020,2,7,10,1,9,43.960041,10.3167,2.29325,37.7833
bsh,1002020,2,1,10,1,9,43.960041,5.01667,1.70015,429.967
bsh,1002020,3,1,0,1,9,43.960041,,,583
bsh,1002020,3,11,11,3,9,43.960041,73,92.4227,72
bsh,1002020,3,1,11,3,9,43.960041,67,92.4227,10.9833
bsh,1002020,3,11,11,1,9,43.960041,4.01667,0.31688,11
bsh,1002020,3,1,11,1,9,43.960041,9,0.31688,609.967
bsh,1002020,4,1,0,1,9,43.960041,,,583
bsh,1002020,4,11,11,3,9,43.960041,73,92.4227,72
bsh,1002020,4,1,11,3,9,43.960041,67,92.4227,644.967
bsh,1002050,1,1,0,1,9,43.960041,,,366.583
bsh,1002050,1,8,10,3,9,43.960041,9.41667,2.70745,65
bsh,1002050,1,11,10,3,9,43.960041,8.51667,3.08291,8.48333
bsh,1002050,1,11,10,1,9,43.960041,13.6167,6.10898,1.2
bsh,1002050,1,2,10,1,9,43.960041,16.7333,14.993,320.45
bsh,1002050,1,6,10,1,9,43.960041,24.2167,12.4569,19.1
bsh,1002050,1,6,10,1,9,43.960041,4.51667,0.360679,36.8333
bsh,1002050,1,11,10,0,9,43.960041,2.33333,4.72482,1
bsh,1002050,1,7,10,2,9,43.960041,2,0.97748,59.9833
bsh,1002050,1,1,10,2,9,43.960041,10,2.17952,469.983
bsh,1002050,2,1,0,1,9,43.960041,,,365.033
bsh,1002050,2,8,11,3,9,43.960041,11.3,2.70745,65.1167
bsh,1002050,2,11,11,3,9,43.960041,8.06667,3.08291,8.56667
bsh,1002050,2,2,11,1,9,43.960041,13.5333,6.10898,385.367
bsh,1002050,2,1,11,1,9,43.960041,22.3167,3.98954,560.667
bsh,1002050,3,1,0,1,9,43.960041,,,366.583
bsh,1002050,3,8,11,3,9,43.960041,9.41667,2.70745,65
bsh,1002050,3,4,11,3,9,43.960041,8.51667,3.08291,448.483
bsh,1002050,3,7,11,2,9,43.960041,2,0.97748,59.9833
bsh,1002050,3,1,11,2,9,43.960041,10,2.17952,469.983
bsh,1002050,4,1,0,1,9,43.960041,,,366
bsh,1002050,4,8,11,3,9,43.960041,10,2.70745,65
bsh,1002050,4,4,11,3,9,43.960041,8.51667,3.08291,448.483
bsh,1002050,4,7,11,2,9,43.960041,2,0.97748,59.9833
bsh,1002050,4,1,11,2,9,43.960041,10,2.17952,469.983
bsh,1002070,1,1,0,1,9,43.960041,,,616.333
bsh,1002070,1,11,7,1,9,43.960041,96.5,74.3195,5.83333
bsh,1002070,1,11,1,1,9,43.960041,15.3333,0.71249,13.9833
bsh,1002070,1,1,7,1,9,43.960041,91.3833,74.007,600.6
bsh,1002070,2,1,0,1,9,43.960041,,,212.333
bsh,1002070,2,2,10,1,9,43.960041,15.4833,16.3649,342.5
bsh,1002070,2,3,10,1,9,43.960041,15.0167,12.8511,164.983
bsh,1002070,2,1,10,1,9,43.960041,8.4,4.15581,146.883
bsh,1002070,2,3,10,1,9,43.960041,11.9833,3.86738,7.88333
bsh,1002070,2,12,10,0,9,43.960041,1.21667,0.424211,114.333
bsh,1002070,2,3,10,0,9,43.960041,9.73333,2.4567,15.85
bsh,1002070,2,1,10,1,9,43.960041,10.3667,4.89804,69.1167
bsh,1002070,2,3,10,1,9,43.960041,15.4667,20.8148,6.05
bsh,1002070,2,1,10,1,9,43.960041,29.9167,20.8148,242.45
bsh,1002070,3,1,0,1,9,43.960041,,,300
bsh,1002070,3,4,3,1,9,43.960041,10,1.13509,320
bsh,1002070,3,1,3,1,9,43.960041,10,1.13509,135
bsh,1002070,3,3,3,1,9,43.960041,4.98333,1.07376,90
bsh,1002070,3,10,3,1,9,43.960041,15.0167,1.31685,74.9833
bsh,1002070,3,1,3,1,9,43.960041,20.0167,2.38874,458.983
bsh,1002080,1,1,0,1,9,43.960041,,,209.633
bsh,1002080,1,2,10,1,9,43.960041,26.7667,31.2384,558.6
bsh,1002080,1,6,10,1,9,43.960041,34.6,31.6642,123.4
bsh,1002080,1,1,10,1,9,43.960041,8.86667,2.99205,478.1
bsh,1002080,2,1,0,1,9,43.960041,,,273.283
bsh,1002080,2,2,10,1,9,43.960041,13.4,3.14758,613.317
bsh,1002080,2,1,10,1,9,43.960041,8.21667,3.14758,531.75
bsh,1002080,3,1,0,1,9,43.960041,,,403.533
bsh,1002080,3,11,11,2,9,43.960041,3.23333,2.22933,0.35
bsh,1002080,3,9,11,1,9,43.960041,8.38333,2.2647,46.4833
bsh,1002080,3,7,11,1,9,43.960041,6,1.24436,176.083
bsh,1002080,3,1,11,1,9,43.960041,14.7667,4.53091,304.867
bsh,1002080,3,6,10,1,9,43.960041,8.2,4.03584,6.63333
bsh,1002080,3,1,10,1,9,43.960041,10.9,4.03584,108.583
bsh,1002080,3,10,10,1,9,43.960041,6.6,5.24119,35.3667
bsh,1002080,3,1,10,1,9,43.960041,15.0167,5.24119,284.967
bsh,1002080,4,1,0,1,9,43.960041,,,401.15
bsh,1002080,4,4,11,2,9,43.960041,6.05,2.22933,185.617
bsh,1002080,4,11,11,2,9,43.960041,6.83333,3.32607,0.333333
bsh,1002080,4,7,11,1,9,43.960041,11.25,2.70292,32.7667
bsh,1002080,4,1,11,2,9,43.960041,14.8333,4.53091,304.867
bsh,1002080,4,6,11,1,9,43.960041,8.25,4.0366,6.05
bsh,1002080,4,1,11,1,9,43.960041,10.9833,4.0366,450.983
